period,role,asset_ref,filename_or_concept,meta_id,date,local_time,format,metric_definition,metric_value,reactions,comments,shares,source,selection_note
Junio_2026,Published_Asset_VisualConfirmed,260722,Universe - Existencial 260722,1036844829507460_122127942027072582,2026-06-07,,Image,Reactions + comments + shares,12,10,1,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260725,Universe - Existencial 260725,1036844829507460_122127947685072582,2026-06-07,,Image,Reactions + comments + shares,3,2,0,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260713,Universe - Existencial 260713,1036844829507460_122128156065072582,2026-06-08,,Image,Reactions + comments + shares,8,7,0,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260726,Universe - Existencial 260726,1036844829507460_122128166019072582,2026-06-08,,Image,Reactions + comments + shares,23,17,3,3,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260727,Universe - Existencial 260727,1036844829507460_122128190949072582,2026-06-08,,Image,Reactions + comments + shares,15,10,0,5,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260728,Universe - Existencial 260728,1036844829507460_122128196421072582,2026-06-08,,Image,Reactions + comments + shares,144,116,4,24,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260729,Universe - Existencial 260729,1036844829507460_122128200267072582,2026-06-08,,Image,Reactions + comments + shares,4,3,0,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260730,Universe - Existencial 260730,1036844829507460_122128511733072582,2026-06-09,,Image,Reactions + comments + shares,27,21,0,6,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260732,Universe - Existencial 260732,1036844829507460_122128714959072582,2026-06-09,,Image,Reactions + comments + shares,61,49,0,12,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260733 - Evan - Yo aura fuerte (10-jun-26),260733 - Evan - Yo aura fuerte (10-jun-26),1036844829507460_122128723341072582,2026-06-09,,Image,Reactions + comments + shares,1127,896,20,211,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260735 - Universe  - dentro de ti hay dos payasos (10-jun-26),260735 - Universe  - dentro de ti hay dos payasos (10-jun-26),1036844829507460_122129013585072582,2026-06-10,,Image,Reactions + comments + shares,785,509,13,263,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260738,Universe - Existencial 260738,1036844829507460_122129019423072582,2026-06-10,,Image,Reactions + comments + shares,31,26,1,4,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260737,Universe - Existencial 260737,1036844829507460_122129029371072582,2026-06-10,,Image,Reactions + comments + shares,11,9,1,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260739,Universe - Existencial 260739,1036844829507460_122129033775072582,2026-06-10,,Image,Reactions + comments + shares,12,9,2,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260741,Universe - Existencial 260741,1036844829507460_122129076597072582,2026-06-10,,Image,Reactions + comments + shares,15,6,1,8,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260742,Universe - Existencial 260742,1036844829507460_122129206443072582,2026-06-11,,Image,Reactions + comments + shares,11,9,1,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260740,Universe - Existencial 260740,1036844829507460_122129214813072582,2026-06-11,,Image,Reactions + comments + shares,924,696,14,214,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260745,Universe - Existencial 260745,1036844829507460_122129227947072582,2026-06-11,,Image,Reactions + comments + shares,6,5,1,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260747,Universe - Existencial 260747,1036844829507460_122129231601072582,2026-06-11,,Image,Reactions + comments + shares,547,327,8,212,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260749,Universe - Existencial 260749,1036844829507460_122130028899072582,2026-06-12,,Image,Reactions + comments + shares,33,18,1,14,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,716,Universe - Existencial 716,1036844829507460_122130031401072582,2026-06-12,,Image,Reactions + comments + shares,47,39,2,6,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260750,Universe - Existencial 260750,1036844829507460_122130040593072582,2026-06-12,,Image,Reactions + comments + shares,6,4,1,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260748,Universe - Existencial 260748,1036844829507460_122130043761072582,2026-06-12,,Image,Reactions + comments + shares,41,38,1,2,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260751,Universe - Existencial 260751,1036844829507460_122130048999072582,2026-06-12,,Image,Reactions + comments + shares,7,6,1,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260752,Universe - Existencial 260752,1036844829507460_122130102567072582,2026-06-13,,Image,Reactions + comments + shares,3,3,0,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260754,Universe - Existencial 260754,1036844829507460_122130223203072582,2026-06-13,,Image,Reactions + comments + shares,16,14,0,2,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260646 - No sean asi.. (14-jun-26),260646 - No sean asi.. (14-jun-26),1036844829507460_122130287907072582,2026-06-14,,Image,Reactions + comments + shares,1181,985,8,188,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260755,Universe - Existencial 260755,1036844829507460_122130293907072582,2026-06-14,,Image,Reactions + comments + shares,8,7,1,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260758,Universe - Existencial 260758,1036844829507460_122130309363072582,2026-06-14,,Image,Reactions + comments + shares,3,3,0,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260759,Universe - Existencial 260759,1036844829507460_122130310797072582,2026-06-14,,Image,Reactions + comments + shares,10,7,2,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260760,Universe - Existencial 260760,1036844829507460_122130319641072582,2026-06-14,,Image,Reactions + comments + shares,9,8,1,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260761,Universe - Existencial 260761,1036844829507460_122130326151072582,2026-06-14,,Image,Reactions + comments + shares,15,11,0,4,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260762,Universe - Existencial 260762,1036844829507460_122130330195072582,2026-06-14,,Image,Reactions + comments + shares,9,4,1,4,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260763,Universe - Existencial 260763,1036844829507460_122130334833072582,2026-06-15,,Image,Reactions + comments + shares,11,4,2,5,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260764,Universe - Existencial 260764,1036844829507460_122130392853072582,2026-06-15,,Image,Reactions + comments + shares,6,5,1,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260766,Universe - Existencial 260766,1036844829507460_122130406569072582,2026-06-15,,Image,Reactions + comments + shares,362,257,11,94,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260765,Universe - Existencial 260765,1036844829507460_122130411897072582,2026-06-15,,Image,Reactions + comments + shares,340,294,14,32,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260767,Universe - Existencial 260767,1036844829507460_122130425607072582,2026-06-15,,Image,Reactions + comments + shares,61,49,1,11,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260756,Universe - Existencial 260756,1036844829507460_122130892707072582,2026-06-16,,Image,Reactions + comments + shares,16,14,1,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260768,Universe - Existencial 260768,1036844829507460_122130900021072582,2026-06-16,,Image,Reactions + comments + shares,16,11,2,3,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260769,Universe - Existencial 260769,1036844829507460_122131069383072582,2026-06-16,,Image,Reactions + comments + shares,29,24,1,4,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260770,Universe - Existencial 260770,1036844829507460_122131082895072582,2026-06-16,,Image,Reactions + comments + shares,29,25,1,3,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260771,Universe - Existencial 260771,1036844829507460_122131087671072582,2026-06-16,,Image,Reactions + comments + shares,32,20,2,10,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260772,Universe - Existencial 260772,1036844829507460_122131154349072582,2026-06-17,,Image,Reactions + comments + shares,10,8,1,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260773,Universe - Existencial 260773,1036844829507460_122131181673072582,2026-06-17,,Image,Reactions + comments + shares,10,8,1,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260774,Universe - Existencial 260774,1036844829507460_122131277229072582,2026-06-17,,Image,Reactions + comments + shares,23,18,1,4,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260775,Universe - Existencial 260775,1036844829507460_122131482621072582,2026-06-17,,Image,Reactions + comments + shares,497,435,9,53,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260776,Universe - Existencial 260776,1036844829507460_122131778085072582,2026-06-18,,Image,Reactions + comments + shares,12,8,2,2,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260777,Universe - Existencial 260777,1036844829507460_122131787067072582,2026-06-18,,Image,Reactions + comments + shares,47,41,2,4,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260778,Universe - Existencial 260778,1036844829507460_122131798671072582,2026-06-18,,Image,Reactions + comments + shares,16,14,1,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,260779,Universe - Existencial 260779,1036844829507460_122131809333072582,2026-06-18,,Image,Reactions + comments + shares,14,10,1,3,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607780,Universe - Existencial 2607780,1036844829507460_122131862643072582,2026-06-19,,Image,Reactions + comments + shares,55,33,1,21,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607781,Universe - Existencial 2607781,1036844829507460_122131879707072582,2026-06-19,,Image,Reactions + comments + shares,10,7,0,3,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607782,Universe - Existencial 2607782,1036844829507460_122131883439072582,2026-06-19,,Image,Reactions + comments + shares,15,12,2,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607784,Universe - Existencial 2607784,1036844829507460_122131974717072582,2026-06-19,,Image,Reactions + comments + shares,71,58,2,11,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607785,Universe - Existencial 2607785,1036844829507460_122131995297072582,2026-06-19,,Image,Reactions + comments + shares,30,25,1,4,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607783,Universe - Existencial 2607783,1036844829507460_122132344029072582,2026-06-20,,Image,Reactions + comments + shares,460,364,11,85,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607786,Universe - Existencial 2607786,1036844829507460_122132350563072582,2026-06-20,,Image,Reactions + comments + shares,351,239,3,109,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607787,Universe - Existencial 2607787,1036844829507460_122132365443072582,2026-06-20,,Image,Reactions + comments + shares,394,321,3,70,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607788,Universe - Existencial 2607788,1036844829507460_122132371125072582,2026-06-20,,Image,Reactions + comments + shares,24,17,3,4,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607789,Universe - Existencial 2607789,1036844829507460_122132375181072582,2026-06-20,,Image,Reactions + comments + shares,36,26,2,8,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607790,Universe - Existencial 2607790,1036844829507460_122132379549072582,2026-06-20,,Image,Reactions + comments + shares,17,13,1,3,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607792 - fantasma+Universe - El gato ;o (21-jun-26),2607792 - fantasma+Universe - El gato ;o (21-jun-26),1036844829507460_122132599809072582,2026-06-21,,Image,Reactions + comments + shares,1128,999,2,127,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607793,Universe - Existencial 2607793,1036844829507460_122132603703072582,2026-06-21,,Image,Reactions + comments + shares,34,28,1,5,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607794 - Universe - Aver.. A ver... (22-jun-26),2607794 - Universe - Aver.. A ver... (22-jun-26),1036844829507460_122132690157072582,2026-06-22,,Image,Reactions + comments + shares,975,696,2,277,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607795,Universe - Existencial 2607795,1036844829507460_122132695779072582,2026-06-22,,Image,Reactions + comments + shares,9,6,3,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607797,Universe - Existencial 2607797,1036844829507460_122132711259072582,2026-06-22,,Image,Reactions + comments + shares,20,16,1,3,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,717,Universe - Existencial 717,1036844829507460_122132714559072582,2026-06-22,,Image,Reactions + comments + shares,16,14,2,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,607,Universe - Existencial 607,1036844829507460_122132763591072582,2026-06-22,,Image,Reactions + comments + shares,18,14,4,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607799,Universe - Existencial 2607799,1036844829507460_122132767677072582,2026-06-22,,Image,Reactions + comments + shares,27,18,4,5,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607800,Universe - Existencial 2607800,1036844829507460_122132818167072582,2026-06-23,,Image,Reactions + comments + shares,38,28,3,7,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607801,Universe - Existencial 2607801,1036844829507460_122132885193072582,2026-06-23,,Image,Reactions + comments + shares,4,1,0,3,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607802,Universe - Existencial 2607802,1036844829507460_122133025227072582,2026-06-23,,Image,Reactions + comments + shares,28,22,1,5,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607803,Universe - Existencial 2607803,1036844829507460_122133035331072582,2026-06-23,,Image,Reactions + comments + shares,7,6,1,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607804,Universe - Existencial 2607804,1036844829507460_122133408501072582,2026-06-24,,Image,Reactions + comments + shares,22,16,2,4,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607807,Universe - Existencial 2607807,1036844829507460_122133430461072582,2026-06-24,,Image,Reactions + comments + shares,5,5,0,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607808,Universe - Existencial 2607808,1036844829507460_122133439875072582,2026-06-24,,Image,Reactions + comments + shares,37,26,5,6,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607810,Universe - Existencial 2607810,1036844829507460_122133493005072582,2026-06-25,,Image,Reactions + comments + shares,6,5,1,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607811,Universe - Existencial 2607811,1036844829507460_122133507537072582,2026-06-25,,Image,Reactions + comments + shares,55,43,2,10,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607813,Universe - Existencial 2607813,1036844829507460_122133553881072582,2026-06-26,,Image,Reactions + comments + shares,68,48,3,17,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607814,Universe - Existencial 2607814,1036844829507460_122133562395072582,2026-06-26,,Image,Reactions + comments + shares,7,4,0,3,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607815,Universe - Existencial 2607815,1036844829507460_122133567291072582,2026-06-26,,Image,Reactions + comments + shares,7,6,1,0,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607816,Universe - Existencial 2607816,1036844829507460_122133575895072582,2026-06-26,,Image,Reactions + comments + shares,393,301,5,87,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607817,Universe - Existencial 2607817,1036844829507460_122133950907072582,2026-06-26,,Image,Reactions + comments + shares,14,8,0,6,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607818,Universe - Existencial 2607818,1036844829507460_122133977385072582,2026-06-26,,Image,Reactions + comments + shares,8,6,1,1,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607819,Universe - Existencial 2607819,1036844829507460_122134032159072582,2026-06-27,,Image,Reactions + comments + shares,16,12,1,3,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607820,Universe - Existencial 2607820,1036844829507460_122134037079072582,2026-06-27,,Image,Reactions + comments + shares,11,7,0,4,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607822,Universe - Existencial 2607822,1036844829507460_122134045179072582,2026-06-27,,Image,Reactions + comments + shares,45,35,1,9,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607823,Universe - Existencial 2607823,1036844829507460_122134061121072582,2026-06-27,,Image,Reactions + comments + shares,393,267,27,99,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
Junio_2026,Published_Asset_VisualConfirmed,2607824,Universe - Existencial 2607824,1036844829507460_122134070943072582,2026-06-27,,Image,Reactions + comments + shares,547,348,0,199,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Visual confirmed; CNT assignment pending; photo ID retained in mapping CSV.
