Alias_ID,Asset_Key,Inventory_ID,Inventory_Asset_Ref,Inventory_Asset_Filename,Drive_ID,Publication_ID,Publication_Asset_Ref,Plataforma,Meta_Post_ID,Meta_Photo_ID,Permalink,Fecha_Planeada_Local,Hora_Planeada_Local,Fecha_Publicacion_Local,Hora_Publicacion_Local,Estado_Publicacion,Match_Method,Confidence,Source,Notes
ALIAS-0001,2608030,CNT-031,2608030 - Universe - Que fibra tomas pa cagarla tanto.jpeg,2608030 - Universe - Que fibra tomas pa cagarla tanto.jpeg,1qiqa3QReNG3HuholxQsepFN9eDMZTY0c,PUB-FB-15_16-01,2608030 - Universe - Que fibra tomas pa cagarla tanto.jpeg,Facebook,1036844829507460_122150559441072582,122150559393072582,https://www.facebook.com/122146890051072582/posts/122150559441072582,2026-08-15,10:00,2026-08-15,10:00:22,Publicado,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0061,260613,CNT-058,260613,260613 - Wilfred.png,1yAnPsDhu-hESADhtfjMWgkWQdC7hhrqM,PUB-FB-17_30-48,260613 - Wilfred.png,Facebook,1036844829507460_122151377553072582,122151377517072582,https://www.facebook.com/122146890051072582/posts/122151377553072582,2026-08-25,17:00,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0062,2608043,,,,,PUB-FB-17_30-49,2608043 - Maeve - No te pedi que me revivieras.jpeg,Facebook,1036844829507460_122151377649072582,122151377607072582,https://www.facebook.com/122146890051072582/posts/122151377649072582,2026-08-25,19:00,,,Programada,No_inventory_match,Review,Content_Inventory.csv + Publication_Log.csv,No matching inventory row by normalized numeric key; preserve as alias gap and do not create CNT.
ALIAS-0063,260620,CNT-060,260620,260620 - Fantasma.png,1h1KrufRyZpd16J5_1-MQxNJ5gy9coO3N,PUB-FB-17_30-50,260620 - Fantasma.png,Facebook,1036844829507460_122151377733072582,122151377697072582,https://www.facebook.com/122146890051072582/posts/122151377733072582,2026-08-26,10:00,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0064,2608065,,,,,PUB-FB-17_30-51,2608065 - Fantasma - Pedazo de socrates.jpeg,Facebook,1036844829507460_122151377829072582,122151377781072582,https://www.facebook.com/122146890051072582/posts/122151377829072582,2026-08-26,11:00,,,Programada,No_inventory_match,Review,Content_Inventory.csv + Publication_Log.csv,No matching inventory row by normalized numeric key; preserve as alias gap and do not create CNT.
ALIAS-0065,260540,CNT-049,260540,260540 - Elara.png,1t5oZ88YMrhgWt2EwZVvHO8RIX6Q5SE_R,PUB-FB-17_30-52,260540 - Elara.png,Facebook,1036844829507460_122151377913072582,122151377859072582,https://www.facebook.com/122146890051072582/posts/122151377913072582,2026-08-26,13:30,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0066,2608058,,,,,PUB-FB-17_30-53,2608058 - Silvio - Tiene que dar tranquilidad.jpeg,Facebook,1036844829507460_122151377979072582,122151377937072582,https://www.facebook.com/122146890051072582/posts/122151377979072582,2026-08-26,16:00,,,Programada,No_inventory_match,Review,Content_Inventory.csv + Publication_Log.csv,No matching inventory row by normalized numeric key; preserve as alias gap and do not create CNT.
ALIAS-0067,260590,CNT-056,260590,260590 - Maeve.png,1VXSbwFRQpdYlU8YKFYtrl6vzqKjkLygV,PUB-FB-17_30-54,260590 - Maeve.png,Facebook,1036844829507460_122151378063072582,122151378033072582,https://www.facebook.com/122146890051072582/posts/122151378063072582,2026-08-26,17:00,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0068,2608044,,,,,PUB-FB-17_30-55,2608044 - Silvio - Sabra dios cuantos ligues.jpeg,Facebook,1036844829507460_122151378153072582,122151378117072582,https://www.facebook.com/122146890051072582/posts/122151378153072582,2026-08-26,19:00,,,Programada,No_inventory_match,Review,Content_Inventory.csv + Publication_Log.csv,No matching inventory row by normalized numeric key; preserve as alias gap and do not create CNT.
ALIAS-0069,260571,,,,,PUB-FB-17_30-56,260571 - Kiri.png,Facebook,1036844829507460_122151378249072582,122151378195072582,https://www.facebook.com/122146890051072582/posts/122151378249072582,2026-08-27,10:00,,,Programada,No_inventory_match,Review,Content_Inventory.csv + Publication_Log.csv,No matching inventory row by normalized numeric key; preserve as alias gap and do not create CNT.
ALIAS-0070,2608042,,,,,PUB-FB-17_30-57,2608042 - Maeve+kael - Te quiero besiquiar.jpeg,Facebook,1036844829507460_122151378327072582,122151378291072582,https://www.facebook.com/122146890051072582/posts/122151378327072582,2026-08-27,11:00,,,Programada,No_inventory_match,Review,Content_Inventory.csv + Publication_Log.csv,No matching inventory row by normalized numeric key; preserve as alias gap and do not create CNT.
ALIAS-0071,260573,CNT-054,260573,260573 - Universe.png,18ueYKekJ9RGortWr0SQMI9L6uVR5s-pG,PUB-FB-17_30-58,260573 - Universe.png,Facebook,1036844829507460_122151378411072582,122151378387072582,https://www.facebook.com/122146890051072582/posts/122151378411072582,2026-08-27,13:30,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0072,2608064,,,,,PUB-FB-17_30-59,2608064 - Universe - Quieren hacer pendejo al que nacio asi.jpeg,Facebook,1036844829507460_122151378495072582,122151378447072582,https://www.facebook.com/122146890051072582/posts/122151378495072582,2026-08-27,16:00,,,Programada,No_inventory_match,Review,Content_Inventory.csv + Publication_Log.csv,No matching inventory row by normalized numeric key; preserve as alias gap and do not create CNT.
ALIAS-0073,260542,CNT-050,260542,260542 - Universe.png,1NWmVZyQfcSbhc30zfKpFsIAS0vNxq6r_,PUB-FB-17_30-60,260542 - Universe.png,Facebook,1036844829507460_122151378573072582,122151378531072582,https://www.facebook.com/122146890051072582/posts/122151378573072582,2026-08-27,17:00,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0074,2608055,,,,,PUB-FB-17_30-61,2608055 - Kiri - Parezco normal.jpeg,Facebook,1036844829507460_122151378639072582,122151378603072582,https://www.facebook.com/122146890051072582/posts/122151378639072582,2026-08-27,19:00,,,Programada,No_inventory_match,Review,Content_Inventory.csv + Publication_Log.csv,No matching inventory row by normalized numeric key; preserve as alias gap and do not create CNT.
ALIAS-0075,260527,CNT-047,260527,260527 - Universe.png,10pd1kRstf89Y28guEZabpjfun6H4GGG3,PUB-FB-17_30-62,260527 - Universe.png,Facebook,1036844829507460_122151378717072582,122151378693072582,https://www.facebook.com/122146890051072582/posts/122151378717072582,2026-08-28,10:00,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0076,260550,,,,,PUB-FB-17_30-63,260550 - Universe.png,Facebook,1036844829507460_122151378807072582,122151378771072582,https://www.facebook.com/122146890051072582/posts/122151378807072582,2026-08-28,11:00,,,Programada,No_inventory_match,Review,Content_Inventory.csv + Publication_Log.csv,No matching inventory row by normalized numeric key; preserve as alias gap and do not create CNT.
ALIAS-0077,2608059,,,,,PUB-FB-17_30-64,2608059 - Kael - Si la vida te da limones.jpeg,Facebook,1036844829507460_122151378879072582,122151378849072582,https://www.facebook.com/122146890051072582/posts/122151378879072582,2026-08-28,13:30,,,Programada,No_inventory_match,Review,Content_Inventory.csv + Publication_Log.csv,No matching inventory row by normalized numeric key; preserve as alias gap and do not create CNT.
ALIAS-0078,260543,CNT-051,260543,260543 - Evan.png,1wZKe6jShWahCGKH34BZB8uQ0qVK847e4,PUB-FB-17_30-65,260543 - Evan.png,Facebook,1036844829507460_122151378969072582,122151378939072582,https://www.facebook.com/122146890051072582/posts/122151378969072582,2026-08-28,19:00,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0079,2608045,,,,,PUB-FB-17_30-66,2608045 - Kiri+Evan - No te voy a mentir.jpeg,Facebook,1036844829507460_122151379047072582,122151379011072582,https://www.facebook.com/122146890051072582/posts/122151379047072582,2026-08-29,10:00,,,Programada,No_inventory_match,Review,Content_Inventory.csv + Publication_Log.csv,No matching inventory row by normalized numeric key; preserve as alias gap and do not create CNT.
ALIAS-0080,741,CNT-041,741,741 - Elara+Maeve.png,1kjnBWYqorukEjwwEhIrlTkeVJzZyoQ7e,PUB-FB-17_30-67,741 - Elara+Maeve.png,Facebook,1036844829507460_122151379125072582,122151379101072582,https://www.facebook.com/122146890051072582/posts/122151379125072582,2026-08-29,11:00,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0081,2608047,,,,,PUB-FB-17_30-68,2608047 - Kael - Inolerancia a la lactosa.jpeg,Facebook,1036844829507460_122151379203072582,122151379173072582,https://www.facebook.com/122146890051072582/posts/122151379203072582,2026-08-29,13:30,,,Programada,No_inventory_match,Review,Content_Inventory.csv + Publication_Log.csv,No matching inventory row by normalized numeric key; preserve as alias gap and do not create CNT.
ALIAS-0082,260559,CNT-052,260559,260559 - Universe.png,171bzjw4YeEUcXcCAHXKZnTZrHTeweeI7,PUB-FB-17_30-69,260559 - Universe.png,Facebook,1036844829507460_122151379287072582,122151379257072582,https://www.facebook.com/122146890051072582/posts/122151379287072582,2026-08-29,19:00,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0083,2608054,,,,,PUB-FB-17_30-70,2608054 - Maeve - Salgamos a hablar de todo.jpeg,Facebook,1036844829507460_122151379371072582,122151379341072582,https://www.facebook.com/122146890051072582/posts/122151379371072582,2026-08-30,10:00,,,Programada,No_inventory_match,Review,Content_Inventory.csv + Publication_Log.csv,No matching inventory row by normalized numeric key; preserve as alias gap and do not create CNT.
ALIAS-0084,260650,CNT-066,260650,260650 - Universe.png,1qL6amvdj4Eolwj_oB3VZkLVPa1rwxZ4J,PUB-FB-17_30-71,260650 - Universe.png,Facebook,1036844829507460_122151379461072582,122151379419072582,https://www.facebook.com/122146890051072582/posts/122151379461072582,2026-08-30,13:30,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0085,2608051,,,,,PUB-FB-17_30-72,2608051 - Universe - Mi unico defecto es que me gusta cger.jpeg,Facebook,1036844829507460_122151379545072582,122151379515072582,https://www.facebook.com/122146890051072582/posts/122151379545072582,2026-08-30,16:00,,,Programada,No_inventory_match,Review,Content_Inventory.csv + Publication_Log.csv,No matching inventory row by normalized numeric key; preserve as alias gap and do not create CNT.
ALIAS-0086,260617,,,,,PUB-FB-17_30-73,260617 - Elara+Kael.png,Facebook,1036844829507460_122151379623072582,122151379587072582,https://www.facebook.com/122146890051072582/posts/122151379623072582,2026-08-30,19:00,,,Programada,No_inventory_match,Review,Content_Inventory.csv + Publication_Log.csv,No matching inventory row by normalized numeric key; preserve as alias gap and do not create CNT.
ALIAS-0087,260528,CNT-048,260528,260528 - Universe.png,1LmngFJ1-jK14sd65nqm2Jg2KSE3e5NMO,PUB-FB-17_30-74,260528 - Universe.png,Facebook,1036844829507460_122151379707072582,122151379665072582,https://www.facebook.com/122146890051072582/posts/122151379707072582,2026-08-30,22:00,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0088,2608036,CNT-037,2608036- Elara+Evan - Nadie nos soporta.jpeg,2608036- Elara+Evan - Nadie nos soporta.jpeg,1dM9LAsLF04If5MY3azfiFkIiUeLn-rBD,PUB-IG-15_16-02,2608036- Elara+Evan - Nadie nos soporta.jpeg,Instagram,,,https://www.instagram.com/p/DcHY1W6libg/,2026-08-16,16:30,2026-08-16,15:05:30,Eliminada_Manualmente,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0089,2608060,CNT-038,2608060 - Kael+Maeve - gustos salvajones.jpeg,2608060 - Kael+Maeve - gustos salvajones.jpeg,1FaRLXsAkB7pS67-w1pN4o6yDQcWyDh2l,PUB-IG-15_16-03,2608060 - Kael+Maeve - gustos salvajones.jpeg,Instagram,,,https://www.instagram.com/p/DcHY26jGpM8/,2026-08-16,19:00,2026-08-16,15:05:44,Eliminada_Manualmente,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0090,2608036,CNT-037,2608036- Elara+Evan - Nadie nos soporta.jpeg,2608036- Elara+Evan - Nadie nos soporta.jpeg,1dM9LAsLF04If5MY3azfiFkIiUeLn-rBD,PUB-IG-17_08-01,2608036- Elara+Evan - Nadie nos soporta.jpeg,Instagram,,,https://www.instagram.com/p/DcHxuuWllRk/,2026-08-16,16:30,2026-08-16,18:43:02,Publicado,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0091,2608060,CNT-038,2608060 - Kael+Maeve - gustos salvajones.jpeg,2608060 - Kael+Maeve - gustos salvajones.jpeg,1FaRLXsAkB7pS67-w1pN4o6yDQcWyDh2l,PUB-IG-17_08-02,2608060 - Kael+Maeve - gustos salvajones.jpeg,Instagram,,,https://www.instagram.com/p/DcHxv5SlorV/,2026-08-16,19:00,2026-08-16,18:43:17,Publicado,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0092,260633,CNT-062,260633,260633 - Universe.png,1c9vwjclQZ6k-4kkgyMCpV17pnrWzHx9O,PUB-IG-17_30-01,260633 - Universe.png,Instagram,,,https://www.instagram.com/p/DcIQHJJHEp0/,2026-08-17,10:00,2026-08-16,23:08:35,Eliminada_Manualmente,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0093,260633,CNT-062,260633,260633 - Universe.png,1c9vwjclQZ6k-4kkgyMCpV17pnrWzHx9O,PUB-IG-17_30-01B,260633 - Universe.png,Instagram,,,,2026-08-17,10:00,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0094,260560,CNT-053,260560,260560 - Fantasma.png,1d6Dv4lz2kKTHX2Zl1M-tstOwradmhAyi,PUB-IG-17_30-02B,260560 - Fantasma.png,Instagram,,,,2026-08-19,13:30,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0095,260614,CNT-059,260614,260614 - Universe.png,1lZsqVXERwU7mnc80wCugSkjoy2crRLiP,PUB-IG-17_30-03B,260614 - Universe.png,Instagram,,,,2026-08-21,19:00,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0096,260625,CNT-061,260625,260625.png,1Mfx7HRQOxwG0DWmSzGLlEvuxUcwafynW,PUB-IG-17_30-04B,260625.png,Instagram,,,,2026-08-23,22:00,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0097,260613,CNT-058,260613,260613 - Wilfred.png,1yAnPsDhu-hESADhtfjMWgkWQdC7hhrqM,PUB-IG-17_30-05B,260613 - Wilfred.png,Instagram,,,,2026-08-25,17:00,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
ALIAS-0098,260528,CNT-048,260528,260528 - Universe.png,1LmngFJ1-jK14sd65nqm2Jg2KSE3e5NMO,PUB-IG-17_30-06B,260528 - Universe.png,Instagram,,,,2026-08-30,22:00,,,Programada,Normalized_numeric_asset_key,High,Content_Inventory.csv + Publication_Log.csv,Exact numeric asset key shared by Publication Log and Content Inventory; no CNT inferred.
