asset_ref,asset_raw,facebook_photo_id,photo_created_time,photo_link,meta_publication_id,publication_caption,visual_hamming_distance,same_date,mapping_status,cnt_status
260769,Universe - Existencial 260769,122131068951072582,2026-06-16T22:56:19+0000,https://www.facebook.com/photo.php?fbid=122131068951072582&set=a.122095282845072582&type=3,1036844829507460_122131069383072582,👽,0,True,Visual_Confirmed,Existing CNT or pending CNT assignment
260770,Universe - Existencial 260770,122131082787072582,2026-06-17T01:01:36+0000,https://www.facebook.com/photo.php?fbid=122131082787072582&set=a.122095282845072582&type=3,1036844829507460_122131082895072582,😲😲,0,False,Visual_Confirmed,Existing CNT or pending CNT assignment
260771,Universe - Existencial 260771,122131087623072582,2026-06-17T02:45:00+0000,https://www.facebook.com/photo.php?fbid=122131087623072582&set=a.122095282845072582&type=3,1036844829507460_122131087671072582,😎,0,False,Visual_Confirmed,Existing CNT or pending CNT assignment
260772,Universe - Existencial 260772,122131154061072582,2026-06-17T15:22:20+0000,https://www.facebook.com/photo.php?fbid=122131154061072582&set=a.122095282845072582&type=3,1036844829507460_122131154349072582,"¿Te puedo llamar? es para una ""tarea"" n.n #GPT #chatgpt #vidagatuna #relatable",1,True,Visual_Confirmed,Existing CNT or pending CNT assignment
260773,Universe - Existencial 260773,122131181559072582,2026-06-17T20:04:59+0000,https://www.facebook.com/photo.php?fbid=122131181559072582&set=a.122095282845072582&type=3,1036844829507460_122131181673072582,😏 Que se te antoja comer? #UniverseSentMe #vidareal #vidadegato #humor #motel,0,True,Visual_Confirmed,Existing CNT or pending CNT assignment
260774,Universe - Existencial 260774,122131276455072582,2026-06-18T03:00:58+0000,https://www.facebook.com/photo.php?fbid=122131276455072582&set=a.122095282845072582&type=3,1036844829507460_122131277229072582,🙃,1,False,Visual_Confirmed,Existing CNT or pending CNT assignment
260775,Universe - Existencial 260775,122131482567072582,2026-06-18T04:03:50+0000,https://www.facebook.com/photo.php?fbid=122131482567072582&set=a.122095282845072582&type=3,1036844829507460_122131482621072582,🫣🫣🫣,0,False,Visual_Confirmed,Existing CNT or pending CNT assignment
260776,Universe - Existencial 260776,122131778037072582,2026-06-18T15:23:36+0000,https://www.facebook.com/photo.php?fbid=122131778037072582&set=a.122095282845072582&type=3,1036844829507460_122131778085072582,😌 mismamente...,1,True,Visual_Confirmed,Existing CNT or pending CNT assignment
260777,Universe - Existencial 260777,122131786953072582,2026-06-18T17:45:11+0000,https://www.facebook.com/photo.php?fbid=122131786953072582&set=a.122095282845072582&type=3,1036844829507460_122131787067072582,😳 esta bien.... #UniverseSentMe #vidareal #humor #parejas,3,True,Visual_Confirmed,Existing CNT or pending CNT assignment
260778,Universe - Existencial 260778,122131798587072582,2026-06-18T21:34:30+0000,https://www.facebook.com/photo.php?fbid=122131798587072582&set=a.122095282845072582&type=3,1036844829507460_122131798671072582,🤒🤒 #UniverseSentMe #humor #vidagatuna,1,True,Visual_Confirmed,Existing CNT or pending CNT assignment
260779,Universe - Existencial 260779,122131809021072582,2026-06-19T01:25:40+0000,https://www.facebook.com/photo.php?fbid=122131809021072582&set=a.122095282845072582&type=3,1036844829507460_122131809333072582,A webo!! hoy gana #mexico #mundial2026 #fifaworldcup2026,1,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607780,Universe - Existencial 2607780,122131862583072582,2026-06-19T14:58:36+0000,https://www.facebook.com/photo.php?fbid=122131862583072582&set=a.122095282845072582&type=3,1036844829507460_122131862643072582,Sigue bajando...,5,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607781,Universe - Existencial 2607781,122131879659072582,2026-06-19T20:06:38+0000,https://www.facebook.com/photo.php?fbid=122131879659072582&set=a.122095282845072582&type=3,1036844829507460_122131879707072582,#chisme,0,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607782,Universe - Existencial 2607782,122131883379072582,2026-06-19T21:19:50+0000,https://www.facebook.com/photo.php?fbid=122131883379072582&set=a.122095282845072582&type=3,1036844829507460_122131883439072582,🫣🫣🫣,0,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607784,Universe - Existencial 2607784,122131974669072582,2026-06-20T00:32:05+0000,https://www.facebook.com/photo.php?fbid=122131974669072582&set=a.122095282845072582&type=3,1036844829507460_122131974717072582,😣,0,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607785,Universe - Existencial 2607785,122131995237072582,2026-06-20T03:15:52+0000,https://www.facebook.com/photo.php?fbid=122131995237072582&set=a.122095282845072582&type=3,1036844829507460_122131995297072582,👻,3,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607783,Universe - Existencial 2607783,122132343993072582,2026-06-20T15:29:22+0000,https://www.facebook.com/photo.php?fbid=122132343993072582&set=a.122095282845072582&type=3,1036844829507460_122132344029072582,🫣🫣🫣,0,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607786,Universe - Existencial 2607786,122132350335072582,2026-06-20T17:19:38+0000,https://www.facebook.com/photo.php?fbid=122132350335072582&set=a.122095282845072582&type=3,1036844829507460_122132350563072582,Hasta aquí llegue... u.u #UniverseSentMe #pendejadas #humor #relatable,0,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607787,Universe - Existencial 2607787,122132365401072582,2026-06-20T22:47:33+0000,https://www.facebook.com/photo.php?fbid=122132365401072582&set=a.122095282845072582&type=3,1036844829507460_122132365443072582,🫣🫣,0,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607788,Universe - Existencial 2607788,122132371023072582,2026-06-21T00:57:10+0000,https://www.facebook.com/photo.php?fbid=122132371023072582&set=a.122095282845072582&type=3,1036844829507460_122132371125072582,🤦‍♂️ #UniverseSentMe #humor #humoracido,1,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607789,Universe - Existencial 2607789,122132375127072582,2026-06-21T02:52:49+0000,https://www.facebook.com/photo.php?fbid=122132375127072582&set=a.122095282845072582&type=3,1036844829507460_122132375181072582,🧙‍♂️ #UniverseSentMe #humoracido #baila #sanar #cumbia,1,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607790,Universe - Existencial 2607790,122132379453072582,2026-06-21T04:29:04+0000,https://www.facebook.com/photo.php?fbid=122132379453072582&set=a.122095282845072582&type=3,1036844829507460_122132379549072582,😶 #UniverseSentMe #HumorRelatable #SolteroPeroFeliz #YoMismo #CosasQuePasan,0,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607792 - fantasma+Universe - El gato ;o (21-jun-26),2607792 - fantasma+Universe - El gato ;o (21-jun-26),122132599749072582,2026-06-22T02:09:45+0000,https://www.facebook.com/photo.php?fbid=122132599749072582&set=a.122095282845072582&type=3,1036844829507460_122132599809072582,El gato: 😧 #UniverseSentMe #cosasquepasan #vidagatuna,0,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607793,Universe - Existencial 2607793,122132603661072582,2026-06-22T03:57:12+0000,https://www.facebook.com/photo.php?fbid=122132603661072582&set=a.122095282845072582&type=3,1036844829507460_122132603703072582,😳,1,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607794 - Universe - Aver.. A ver... (22-jun-26),2607794 - Universe - Aver.. A ver... (22-jun-26),122132690097072582,2026-06-22T16:02:21+0000,https://www.facebook.com/photo.php?fbid=122132690097072582&set=a.122095282845072582&type=3,1036844829507460_122132690157072582,a ver... a ver... 🤨 #UniverseSentMe #vidagatuna #cosasquepasan #vidareal,2,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607795,Universe - Existencial 2607795,122132695719072582,2026-06-22T17:57:45+0000,https://www.facebook.com/photo.php?fbid=122132695719072582&set=a.122095282845072582&type=3,1036844829507460_122132695779072582,Los tres igual de confundidos... #UniverseSentMe #ansiedad #GuiaEspiritual #vidareal,4,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607796,Universe - Existencial 2607796,122132703891072582,2026-06-22T20:48:49+0000,https://www.facebook.com/photo.php?fbid=122132703891072582&set=a.122095282845072582&type=3,1036844829507460_122132703933072582,😗,9,True,Visual_Review,Existing CNT or pending CNT assignment
2607797,Universe - Existencial 2607797,122132711157072582,2026-06-22T22:36:49+0000,https://www.facebook.com/photo.php?fbid=122132711157072582&set=a.122095282845072582&type=3,1036844829507460_122132711259072582,😒 Mereces amor! #GuiaEspiritual #vidareal #UniverseSentMe,1,True,Visual_Confirmed,Existing CNT or pending CNT assignment
717,Universe - Existencial 717,122132714469072582,2026-06-22T23:37:38+0000,https://www.facebook.com/photo.php?fbid=122132714469072582&set=a.122095282845072582&type=3,1036844829507460_122132714559072582,Esta fue la primera vez que se vieron estos dos.. 🤪 #cosasquepasan #relatable #humor #UniverseSentMe #tarot,0,True,Visual_Confirmed,Existing CNT or pending CNT assignment
607,Universe - Existencial 607,122132763555072582,2026-06-23T02:51:13+0000,https://www.facebook.com/photo.php?fbid=122132763555072582&set=a.122095282845072582&type=3,1036844829507460_122132763591072582,😳🫣,1,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607799,Universe - Existencial 2607799,122132767551072582,2026-06-23T04:23:12+0000,https://www.facebook.com/photo.php?fbid=122132767551072582&set=a.122095282845072582&type=3,1036844829507460_122132767677072582,😎 #UniverseSentMe #vidagatuna #narcisismo #relatable,1,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607800,Universe - Existencial 2607800,122132817969072582,2026-06-23T16:22:29+0000,https://www.facebook.com/photo.php?fbid=122132817969072582&set=a.122095282845072582&type=3,1036844829507460_122132818167072582,🤪 osea si pero no... #UniverseSentMe #vidagatuna #vidagatuna,1,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607801,Universe - Existencial 2607801,122132885145072582,2026-06-23T22:50:39+0000,https://www.facebook.com/photo.php?fbid=122132885145072582&set=a.122095282845072582&type=3,1036844829507460_122132885193072582,😒,1,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607802,Universe - Existencial 2607802,122133025161072582,2026-06-24T00:37:48+0000,https://www.facebook.com/photo.php?fbid=122133025161072582&set=a.122095282845072582&type=3,1036844829507460_122133025227072582,Pero tengo un gran corazón... #UniverseSentMe #cosasquepasan #vidareal,0,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607803,Universe - Existencial 2607803,122133035277072582,2026-06-24T04:04:04+0000,https://www.facebook.com/photo.php?fbid=122133035277072582&set=a.122095282845072582&type=3,1036844829507460_122133035331072582,🫣🫣,2,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607804,Universe - Existencial 2607804,122133408405072582,2026-06-24T17:01:46+0000,https://www.facebook.com/photo.php?fbid=122133408405072582&set=a.122095282845072582&type=3,1036844829507460_122133408501072582,Cualquier cosa por micelio. #UniverseSentMe #curpbiometrica #gnomo #VidaReal,3,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607807,Universe - Existencial 2607807,122133430395072582,2026-06-24T23:16:06+0000,https://www.facebook.com/photo.php?fbid=122133430395072582&set=a.122095282845072582&type=3,1036844829507460_122133430461072582,🥴🥴🥴,1,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607808,Universe - Existencial 2607808,122133439809072582,2026-06-25T02:13:19+0000,https://www.facebook.com/photo.php?fbid=122133439809072582&set=a.122095282845072582&type=3,1036844829507460_122133439875072582,👻👻👻,1,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607809,Universe - Existencial 2607809,122133482931072582,2026-06-25T16:47:20+0000,https://www.facebook.com/photo.php?fbid=122133482931072582&set=a.122095282845072582&type=3,1036844829507460_122133482997072582,😎,7,True,Visual_Review,Existing CNT or pending CNT assignment
2607810,Universe - Existencial 2607810,122133492933072582,2026-06-25T20:14:50+0000,https://www.facebook.com/photo.php?fbid=122133492933072582&set=a.122095282845072582&type=3,1036844829507460_122133493005072582,🫣🫣 ya tienen toda una historia y no se como se llaman... ¿alguna idea? #UniverseSentMe,0,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607812,Universe - Existencial 2607812,122133503301072582,2026-06-26T01:22:02+0000,https://www.facebook.com/photo.php?fbid=122133503301072582&set=a.122095282845072582&type=3,1036844829507460_122133503349072582,🤔🤔 Ese tipo de preguntas no me deja dormir en la noche.,7,False,Visual_Review,Existing CNT or pending CNT assignment
2607811,Universe - Existencial 2607811,122133507483072582,2026-06-26T03:05:21+0000,https://www.facebook.com/photo.php?fbid=122133507483072582&set=a.122095282845072582&type=3,1036844829507460_122133507537072582,😒😒😒,0,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607813,Universe - Existencial 2607813,122133553833072582,2026-06-26T16:11:08+0000,https://www.facebook.com/photo.php?fbid=122133553833072582&set=a.122095282845072582&type=3,1036844829507460_122133553881072582,😎,2,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607814,Universe - Existencial 2607814,122133562305072582,2026-06-26T19:04:39+0000,https://www.facebook.com/photo.php?fbid=122133562305072582&set=a.122095282845072582&type=3,1036844829507460_122133562395072582,😎😎😎 #vidagatuna #UniverseSentMe #relatable #humor,0,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607815,Universe - Existencial 2607815,122133567243072582,2026-06-26T20:48:40+0000,https://www.facebook.com/photo.php?fbid=122133567243072582&set=a.122095282845072582&type=3,1036844829507460_122133567291072582,😑 aiuuuda!!,2,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607816,Universe - Existencial 2607816,122133575847072582,2026-06-26T23:01:08+0000,https://www.facebook.com/photo.php?fbid=122133575847072582&set=a.122095282845072582&type=3,1036844829507460_122133575895072582,😎,2,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607817,Universe - Existencial 2607817,122133950817072582,2026-06-27T00:09:48+0000,https://www.facebook.com/photo.php?fbid=122133950817072582&set=a.122095282845072582&type=3,1036844829507460_122133950907072582,miau? 🥺,2,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607818,Universe - Existencial 2607818,122133977337072582,2026-06-27T03:28:48+0000,https://www.facebook.com/photo.php?fbid=122133977337072582&set=a.122095282845072582&type=3,1036844829507460_122133977385072582,🫢🫢🫢,3,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607819,Universe - Existencial 2607819,122134031937072582,2026-06-27T15:12:38+0000,https://www.facebook.com/photo.php?fbid=122134031937072582&set=a.122095282845072582&type=3,1036844829507460_122134032159072582,Tu cuerpo también reacciona a las personas correctas. #UniverseSentMe #vidagatuna #pazmental #VibraBonita #parati #artedigital,0,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607820,Universe - Existencial 2607820,122134037037072582,2026-06-27T16:38:38+0000,https://www.facebook.com/photo.php?fbid=122134037037072582&set=a.122095282845072582&type=3,1036844829507460_122134037079072582,😒,1,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607821,Universe - Existencial 2607821,122134040781072582,2026-06-27T17:54:49+0000,https://www.facebook.com/photo.php?fbid=122134040781072582&set=a.122095282845072582&type=3,1036844829507460_122134040829072582,🥰🥰🥰 #UniverseSentMe #relatable #humor #parati,8,True,Visual_Review,Existing CNT or pending CNT assignment
2607822,Universe - Existencial 2607822,122134045047072582,2026-06-27T19:28:41+0000,https://www.facebook.com/photo.php?fbid=122134045047072582&set=a.122095282845072582&type=3,1036844829507460_122134045179072582,pos oye... 😒 #UniverseSentMe #vidareal #artedigital #humor #pazmental,2,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607823,Universe - Existencial 2607823,122134061073072582,2026-06-28T00:36:52+0000,https://www.facebook.com/photo.php?fbid=122134061073072582&set=a.122095282845072582&type=3,1036844829507460_122134061121072582,😎😎😎,1,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607824,Universe - Existencial 2607824,122134070895072582,2026-06-28T04:10:12+0000,https://www.facebook.com/photo.php?fbid=122134070895072582&set=a.122095282845072582&type=3,1036844829507460_122134070943072582,😎,1,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607825 - Kael - Ser el malo de la historia  (28-jun-26),2607825 - Kael - Ser el malo de la historia  (28-jun-26),122134136643072582,2026-06-28T16:42:26+0000,https://www.facebook.com/photo.php?fbid=122134136643072582&set=a.122095282845072582&type=3,1036844829507460_122134136793072582,Me da miedo ser el malo de la historia... #UniverseSentMe #vidareal #pazmental #humor #memes,2,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607826,Universe - Existencial 2607826,122134144761072582,2026-06-28T18:27:04+0000,https://www.facebook.com/photo.php?fbid=122134144761072582&set=a.122095282845072582&type=3,1036844829507460_122134144809072582,🫣🫣🫣,0,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607827,Universe - Existencial 2607827,122134157145072582,2026-06-28T23:22:30+0000,https://www.facebook.com/photo.php?fbid=122134157145072582&set=a.122095282845072582&type=3,1036844829507460_122134157199072582,😮‍💨😮‍💨😮‍💨 puro batallar....,2,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607828,Universe - Existencial 2607828,122134161249072582,2026-06-29T00:52:35+0000,https://www.facebook.com/photo.php?fbid=122134161249072582&set=a.122095282845072582&type=3,1036844829507460_122134161303072582,Ya le entendí a la vida banda. #UniverseSentMe #humoracido #villano #fyp #revelacion,0,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607829,Universe - Existencial 2607829,122134162839072582,2026-06-29T01:33:33+0000,https://www.facebook.com/photo.php?fbid=122134162839072582&set=a.122095282845072582&type=3,1036844829507460_122134162881072582,🤔,3,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607830,Universe - Existencial 2607830,122134165647072582,2026-06-29T02:35:33+0000,https://www.facebook.com/photo.php?fbid=122134165647072582&set=a.122095282845072582&type=3,1036844829507460_122134165677072582,clarooo....,8,False,Visual_Review,Existing CNT or pending CNT assignment
2607833,Universe - Existencial 2607833,122134169427072582,2026-06-29T04:05:10+0000,https://www.facebook.com/photo.php?fbid=122134169427072582&set=a.122095282845072582&type=3,1036844829507460_122134169481072582,😔,1,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607832,Universe - Existencial 2607832,122134290705072582,2026-06-29T05:35:06+0000,https://www.facebook.com/photo.php?fbid=122134290705072582&set=a.122095282845072582&type=3,1036844829507460_122134290783072582,Últimamente esto es lo único que se me sube. 🪳😂 #UniverseSentMe,2,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607835,Universe - Existencial 2607835,122134344783072582,2026-06-29T17:05:52+0000,https://www.facebook.com/photo.php?fbid=122134344783072582&set=a.122095282845072582&type=3,1036844829507460_122134344879072582,Ganar... o m0r1r!!!! 😬 #UniverseSentMe #humor #Adivina,0,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607834,Universe - Existencial 2607834,122134350627072582,2026-06-29T18:38:43+0000,https://www.facebook.com/photo.php?fbid=122134350627072582&set=a.122095282845072582&type=3,1036844829507460_122134350741072582,Do not disturb! first and only notice u.u #UniverseSentMe #meme #humoracido,2,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607836,Universe - Existencial 2607836,122134356339072582,2026-06-29T19:47:22+0000,https://www.facebook.com/photo.php?fbid=122134356339072582&set=a.122095282845072582&type=3,1036844829507460_122134356465072582,😇,1,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607831,Universe - Existencial 2607831,122134366203072582,2026-06-29T22:36:37+0000,https://www.facebook.com/photo.php?fbid=122134366203072582&set=a.122095282845072582&type=3,1036844829507460_122134366263072582,que sea pronto por favor...,2,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607837,Universe - Existencial 2607837,122134374195072582,2026-06-30T00:26:50+0000,https://www.facebook.com/photo.php?fbid=122134374195072582&set=a.122095282845072582&type=3,1036844829507460_122134374249072582,😏,10,False,Visual_Review,Existing CNT or pending CNT assignment
2607838 - Dios - Quien me creo a mi (29-jun-26),2607838 - Dios - Quien me creo a mi (29-jun-26),122134378977072582,2026-06-30T02:20:01+0000,https://www.facebook.com/photo.php?fbid=122134378977072582&set=a.122095282845072582&type=3,1036844829507460_122134379049072582,Dios después de crear el universo: “Espérate… ¿y yo quién me creó?” La primera crisis existencial de la historia 😂 @UniverseSentMe #existencial,1,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607839,Universe - Existencial 2607839,122134508169072582,2026-06-30T05:43:46+0000,https://www.facebook.com/photo.php?fbid=122134508169072582&set=a.122095282845072582&type=3,1036844829507460_122134508205072582,😑 aiuda!,3,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607841,Universe - Existencial 2607841,122134598643072582,2026-06-30T16:04:48+0000,https://www.facebook.com/photo.php?fbid=122134598643072582&set=a.122095282845072582&type=3,1036844829507460_122134598745072582,😏 como no con todo gusto...,0,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607842,Universe - Existencial 2607842,122134604007072582,2026-06-30T17:34:47+0000,https://www.facebook.com/photo.php?fbid=122134604007072582&set=a.122095282845072582&type=3,1036844829507460_122134604217072582,Dr. Michi: encontramos algo extraño en tu pecho...” “Yo: ¿un tumor?” Dr. Michi:: peor... una deuda kármica.” 😂 #UniverseSentMe #existencial #karma #michi #vidagatuna,0,True,Visual_Confirmed,Existing CNT or pending CNT assignment
260552,Universe - Existencial 260552,122134620333072582,2026-06-30T21:34:57+0000,https://www.facebook.com/photo.php?fbid=122134620333072582&set=a.122095282845072582&type=3,1036844829507460_122134620417072582,C´est la vie ! 🤷‍♂️ #UniverseSentMe #vidareal #vidagatuna #alma,0,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607840,Universe - Existencial 2607840,122134625541072582,2026-06-30T22:39:40+0000,https://www.facebook.com/photo.php?fbid=122134625541072582&set=a.122095282845072582&type=3,1036844829507460_122134625811072582,obvio perro!! #vivamexico #UniverseSentMe #FIFAWordcup #mexico,0,True,Visual_Confirmed,Existing CNT or pending CNT assignment
2607844,Universe - Existencial 2607844,122134640925072582,2026-07-01T00:43:15+0000,https://www.facebook.com/photo.php?fbid=122134640925072582&set=a.122095282845072582&type=3,1036844829507460_122134641021072582,🫣🫣,0,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607845,Universe - Existencial 2607845,122134644123072582,2026-07-01T02:20:29+0000,https://www.facebook.com/photo.php?fbid=122134644123072582&set=a.122095282845072582&type=3,1036844829507460_122134644177072582,Hoy ganamos! #mexico #UniverseSentMe #FIFAWolrdcup,0,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607847,Universe - Existencial 2607847,122134648671072582,2026-07-01T04:05:07+0000,https://www.facebook.com/photo.php?fbid=122134648671072582&set=a.122095282845072582&type=3,1036844829507460_122134648779072582,Mañana en el trabajo 🫣🫣 #mexico #FIFA #UniverseSentMe,2,False,Visual_Confirmed,Existing CNT or pending CNT assignment
2607843,Universe - Existencial 2607843,122134649055072582,2026-07-01T04:11:31+0000,https://www.facebook.com/photo.php?fbid=122134649055072582&set=a.122095282845072582&type=3,1036844829507460_122134649487072582,"Te la pelaste Claudia: Nos invitamos solos, si vimos tv Asteca y no vamos a registrar nuestra linea. #mexico #angeldelaindependencia #OctavosDeFinal",1,False,Visual_Confirmed,Existing CNT or pending CNT assignment
