Observacion_ID,Experiment_ID,Hypothesis_ID,Nivel,Fecha_Inicio,Fecha_Fin,Contenido_Referencia,Plataforma,Formato,Tipo_Contenido,Posts_N,Interacciones_Totales,Interacciones_Dia,Mediana_Interacciones,Shares_Interacciones,Slot_Planeado,Hora_Real,Meta_ID,Interacciones_24h,Interacciones_72h,Estado_Canon,Estado_Publicacion,Veredicto,Conclusion,Proxima_Accion,Fuente
OBS-FB-17_30-28,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-21,2026-08-21,260614 - Universe.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,19:00,,1036844829507460_122151375843072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-29,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-22,2026-08-22,2608050 - Universe - A ponerse en forma.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,10:00,,1036844829507460_122151375927072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-30,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-22,2026-08-22,260589.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,11:00,,1036844829507460_122151376011072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-31,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-22,2026-08-22,2608063 - Universe - Larga vida a esas mujeres.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,13:30,,1036844829507460_122151376083072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-32,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-22,2026-08-22,260510 - Universe.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,19:00,,1036844829507460_122151376203072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-33,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-23,2026-08-23,2608035- Maeve - La necesidad de enloquecer.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,10:00,,1036844829507460_122151376281072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-34,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-23,2026-08-23,Universe - Existencial 260508.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,13:30,,1036844829507460_122151376365072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-35,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-23,2026-08-23,2608057 - Fantasma - Sabes que me caeria bien.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,16:00,,1036844829507460_122151376455072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-36,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-23,2026-08-23,260757 - Maeve - Estas seguro¿ (14-jun-26).png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,19:00,,1036844829507460_122151376539072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-37,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-23,2026-08-23,260625.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,22:00,,1036844829507460_122151376629072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-38,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-24,2026-08-24,Universe - Existencial 260661.png,Facebook,Imagen estática / meme,Nueva,1,,,,,10:00,,1036844829507460_122151376695072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-39,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-24,2026-08-24,260518 - Kael.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,11:00,,1036844829507460_122151376773072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-40,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-24,2026-08-24,2608048 - Universe - Inalcanzable para todos.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,13:30,,1036844829507460_122151376851072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-41,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-24,2026-08-24,260607 - Universe.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,16:00,,1036844829507460_122151376941072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-42,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-24,2026-08-24,2608053 - Universe - Quieras o no.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,17:00,,1036844829507460_122151377019072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-43,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-24,2026-08-24,2607825 - Kael - Ser el malo de la historia (28-jun-26).png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,19:00,,1036844829507460_122151377109072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-44,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-25,2026-08-25,Universe - Existencial 2607831.png,Facebook,Imagen estática / meme,Nueva,1,,,,,10:00,,1036844829507460_122151377199072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-45,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-25,2026-08-25,Universe - Existencial 622.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,11:00,,1036844829507460_122151377301072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-46,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-25,2026-08-25,2607792 - fantasma+Universe - El gato ;o (21-jun-26).jpeg,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,13:30,,1036844829507460_122151377385072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-47,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-25,2026-08-25,2608062 - Kiri+Evan - prestame el marron.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,16:00,,1036844829507460_122151377475072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-48,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-25,2026-08-25,260613 - Wilfred.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,17:00,,1036844829507460_122151377553072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-49,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-25,2026-08-25,2608043 - Maeve - No te pedi que me revivieras.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,19:00,,1036844829507460_122151377649072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-50,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-26,2026-08-26,260620 - Fantasma.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,10:00,,1036844829507460_122151377733072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-51,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-26,2026-08-26,2608065 - Fantasma - Pedazo de socrates.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,11:00,,1036844829507460_122151377829072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-52,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-26,2026-08-26,260540 - Elara.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,13:30,,1036844829507460_122151377913072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-53,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-26,2026-08-26,2608058 - Silvio - Tiene que dar tranquilidad.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,16:00,,1036844829507460_122151377979072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-54,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-26,2026-08-26,260590 - Maeve.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,17:00,,1036844829507460_122151378063072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-55,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-26,2026-08-26,2608044 - Silvio - Sabra dios cuantos ligues.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,19:00,,1036844829507460_122151378153072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-56,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-27,2026-08-27,260571 - Kiri.png,Facebook,Imagen estática / meme,Reuse_Reserve,1,,,,,10:00,,1036844829507460_122151378249072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-57,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-27,2026-08-27,2608042 - Maeve+kael - Te quiero besiquiar.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,11:00,,1036844829507460_122151378327072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-58,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-27,2026-08-27,260573 - Universe.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,13:30,,1036844829507460_122151378411072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-59,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-27,2026-08-27,2608064 - Universe - Quieren hacer pendejo al que nacio asi.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,16:00,,1036844829507460_122151378495072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-60,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-27,2026-08-27,260542 - Universe.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,17:00,,1036844829507460_122151378573072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-61,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-27,2026-08-27,2608055 - Kiri - Parezco normal.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,19:00,,1036844829507460_122151378639072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-62,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-28,2026-08-28,260527 - Universe.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,10:00,,1036844829507460_122151378717072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-63,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-28,2026-08-28,260550 - Universe.png,Facebook,Imagen estática / meme,Reuse_Reserve,1,,,,,11:00,,1036844829507460_122151378807072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-64,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-28,2026-08-28,2608059 - Kael - Si la vida te da limones.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,13:30,,1036844829507460_122151378879072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-65,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-28,2026-08-28,260543 - Evan.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,19:00,,1036844829507460_122151378969072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-66,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-29,2026-08-29,2608045 - Kiri+Evan - No te voy a mentir.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,10:00,,1036844829507460_122151379047072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-67,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-29,2026-08-29,741 - Elara+Maeve.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,11:00,,1036844829507460_122151379125072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-68,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-29,2026-08-29,2608047 - Kael - Inolerancia a la lactosa.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,13:30,,1036844829507460_122151379203072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-69,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-29,2026-08-29,260559 - Universe.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,19:00,,1036844829507460_122151379287072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-70,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-30,2026-08-30,2608054 - Maeve - Salgamos a hablar de todo.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,10:00,,1036844829507460_122151379371072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-71,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-30,2026-08-30,260650 - Universe.png,Facebook,Imagen estática / meme,Reuse_Top,1,,,,,13:30,,1036844829507460_122151379461072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
OBS-FB-17_30-72,EXP-2026-08-CAL-01,HB-003|HB-004|HB-005,Publicacion,2026-08-30,2026-08-30,2608051 - Universe - Mi unico defecto es que me gusta cger.jpeg,Facebook,Imagen estática / meme,Nueva,1,,,,,16:00,,1036844829507460_122151379545072582,,,No_aplica,Programada,Pendiente_Publicacion,Post programado y confirmado por Meta; is_published=false; pendiente de publicación real y de métricas 24/72 horas.,"Después de la publicación real, registrar Fecha_Publicacion_Local/Hora_Publicacion_Local y extraer métricas 24h/72h.",2026-08-16_Calendario_Operativo_17_30_Agosto.csv; Meta Graph API v26; facebook_schedule_api_results.jsonl
